text,label,label_name
"I was checking the app for my account and I noticed there is an authorized charge on it. I haven't used my card today, so I know I didn't do it. I would like the transaction reversed and the money replaced.",11,direct_debit_payment_not_recognised
"Since my id hasn't been verified, when can I use my account?",27,why_verify_identity
Why was my withdrawal declined,9,declined_cash_withdrawal
Where can I find my card PIN?,17,get_physical_card
How do I unblock my card using the app?,7,card_not_working
There are automatic debits on my account that I did not make.,11,direct_debit_payment_not_recognised
How do I use disposable cards?,16,get_disposable_virtual_card
There was a direct debit transaction I have don't think should be there.,11,direct_debit_payment_not_recognised
I want to use a payment card to top up my account. How can I do this?,21,supported_cards_and_currencies
Is there a trick to get the disposable virtual card to work?,26,virtual_card_not_working
Why am I not able to withdraw cash from this ATM?,9,declined_cash_withdrawal
Where do I scan my card?,6,card_linking
How do I know when my card will arrive?,4,card_arrival
Why can't I withdraw money?,9,declined_cash_withdrawal
I want to skip verification of my identity.,27,why_verify_identity
My card don't work.,7,card_not_working
"$1 extra has been charged on my statement, why is that?",14,extra_charge_on_statement
"The wrong amount of cash came out of the ATM today when I went to withdraw. When I looked at the app, it was showing it was much more.",28,wrong_amount_of_cash_received
My transfer didn't work,15,failed_transfer
How can I use my credit card to transfer money?,22,topping_up_by_card
Why is the ATM not allowing me to get cash?,9,declined_cash_withdrawal
An incorrect exchange rate was applied to an item I bought.,8,card_payment_wrong_exchange_rate
Why wont the ATM give me cash?,9,declined_cash_withdrawal
Is it possible to verify a top up?,25,verify_top_up
Why do you need verification for my identity?,27,why_verify_identity
About this card PIN?,17,get_physical_card
Can you tell me why my transfer is failing and help resolve?,15,failed_transfer
What is the top up code for?,25,verify_top_up
"How do I know if I will get my card, or if it is lost?",4,card_arrival
Do you accept other currencies besides US Dollars?,21,supported_cards_and_currencies
I just have one additional card from the USA. Do you support that?,21,supported_cards_and_currencies
Is there any way to see my card in the app?,6,card_linking
What would cause a transfer failure?,15,failed_transfer
Why didn't this transfer work?,15,failed_transfer
My statement shows a strange direct debit.,11,direct_debit_payment_not_recognised
I received my new card. Where is it in the app?,6,card_linking
Explain the card PIN to me.,17,get_physical_card
The ATM didn't give me what I asked for but my balance says it did,28,wrong_amount_of_cash_received
I would like to reactivate a card and wondered if that could be done?,6,card_linking
It appears I have a fee in my statement.,14,extra_charge_on_statement
I was given the wrong exchange rate when getting cash,29,wrong_exchange_rate_for_cash_withdrawal
Why wouldn't the ATM give me my money?,9,declined_cash_withdrawal
How do I reactivate my card?,6,card_linking
Does the top-up need verified?,25,verify_top_up
Can you tell me what I need for identity validation?,24,verify_my_identity
Where is the card PIN located?,17,get_physical_card
Why isn't my top up showing on my wallet?,22,topping_up_by_card
How long until my card is delivered?,5,card_delivery_estimate
What is the foreign exchange rate you will apply?,13,exchange_rate
Which cards and currencies are supported?,21,supported_cards_and_currencies
Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,13,exchange_rate
Why was my exchange rate a different amount than usual?,8,card_payment_wrong_exchange_rate
Tell me what the steps for the identity checks are,24,verify_my_identity
What is the longest that a payment will show pending? There is one showing that has been sitting there a few days.,20,pending_card_payment
"I checked my statement and saw a charge of one pound, where is this charge coming from?",14,extra_charge_on_statement
What is the cost for currency exchanges?,12,exchange_charge
What do I do to activate?,0,activate_my_card
Is there a reason why my card was declined when I attempted to withdraw money?,9,declined_cash_withdrawal
virtual card is not working for me,26,virtual_card_not_working
Is auto top up a provided service?,3,automatic_top_up
I selected to withdrawal 30 pounds but only received 10. I'm still standing in front of the ATM. The app shows i took out 30 pounds also. How do i fix this?,28,wrong_amount_of_cash_received
"I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it?",11,direct_debit_payment_not_recognised
Will there be a cost if I exchange currency?,12,exchange_charge
I don't have a PIN at this point.,17,get_physical_card
How can I add a new card?,6,card_linking
My purchase used the wrong exchange rate,8,card_payment_wrong_exchange_rate
"It's been two weeks and I haven't gotten my card, what do I do?",4,card_arrival
I cannot activate my card.,0,activate_my_card
Hold old do my kids have to be to use the service?,1,age_limit
How long does it take to verify a person's identity?,23,unable_to_verify_identity
What is the age to open an account?,1,age_limit
I would like to link my card to my account.,6,card_linking
I had a dollar charged to my account that's still pending and wanted to know what the charge is for?,14,extra_charge_on_statement
Where are the Mastercard ATMs?,2,atm_support
"I would like an account for my children, how do I go about doing this?",1,age_limit
Where is my card?,4,card_arrival
Why was one of my transfers declined?,10,declined_transfer
I tried pulling out money at the ATM and it gave me an incorrect amount back.,28,wrong_amount_of_cash_received
My card hasn't shown up yet.,4,card_arrival
Can I choose the day it's delivered?,5,card_delivery_estimate
Can I top-up automatically?,3,automatic_top_up
Can I use my card in another institutions ATM?,2,atm_support
There is an extra small charge on my card! What do I do?,14,extra_charge_on_statement
How can I find out why my transfer didn't go through?,15,failed_transfer
Do I need to verify my identity to use my account?,27,why_verify_identity
I got cash abroad and the exchange rate applied is wrong,29,wrong_exchange_rate_for_cash_withdrawal
what is the age limit for opening a new account,1,age_limit
if i found a lost card can i put it back in app,6,card_linking
"I didn't get as much cash as I asked for from the ATM, why?",28,wrong_amount_of_cash_received
My account shows I made a debit payment to someone that I can't recall and would like to find out who the payment was made to.,11,direct_debit_payment_not_recognised
Card activation steps,0,activate_my_card
Why am I required to do an identity check?,27,why_verify_identity
I believe you charged me too much to exchange my money,8,card_payment_wrong_exchange_rate
Why can't I verify my id?,23,unable_to_verify_identity
My card payment had the wrong exchange rate,8,card_payment_wrong_exchange_rate
I think I am having an issue with withdraws on my card. It was declined on the way to work this morning. This hasn't happened in the past.,9,declined_cash_withdrawal
what currencies can i use to add money to my account,21,supported_cards_and_currencies
"Hi, I'm buying a flat and I'm trying to get my mortgage to go though. Every time I check I simply get an error message. Is there any way you can help me get this money transferred over. Thanks!",15,failed_transfer
Is it possible to dispute a debit payment from a couple of months ago.,11,direct_debit_payment_not_recognised
Been trying to transfer money this morning but keep getting rejected. I don't understand why this is happening.,15,failed_transfer
What is the minimum age limit?,1,age_limit
What do I do if the machine rejects my card?,7,card_not_working
I'm looking for a machine of yours that will provide me cash from my home country. I went on holiday and don't have any cash on me. Will your machine charge me extra to do this?,29,wrong_exchange_rate_for_cash_withdrawal
"I did a payment with my card but seem that didn't work, it's still listed as pending since a while ago. When does this actually go through?",20,pending_card_payment
I bought some things in the morning but the payment shows as pending,20,pending_card_payment
There was a direct debit I don't recognize.,11,direct_debit_payment_not_recognised
what steps do you take to check identity,24,verify_my_identity
Why did I get declined during a transfer?,10,declined_transfer
Why am I required to verify my identity?,27,why_verify_identity
Why aren't my payment funds available to me?,20,pending_card_payment
I placed my order a week ago. Is it ok that my card isn't here yet?,5,card_delivery_estimate
I need help with activating my card,0,activate_my_card
Are US credit cards accepted?,21,supported_cards_and_currencies
What is the youngest age in order to have an account?,1,age_limit
"I need to deposit my virtual card, how do i do that.",16,get_disposable_virtual_card
How long will it take my card to get here?,5,card_delivery_estimate
Can you tell me the foreign exchange rate?,13,exchange_rate
What are your currency exchange fees?,12,exchange_charge
Why is the payment from my card still pending?,20,pending_card_payment
Why did my transfer not work?,15,failed_transfer
Help me activate my card.,0,activate_my_card
Will I get charged on a foreign currencies exchange?,12,exchange_charge
I have another card from the U.S. Will you be able to accept that one?,21,supported_cards_and_currencies
ATM only gave me $20 instead of $100,28,wrong_amount_of_cash_received
Why is my card payment showing as pending?,20,pending_card_payment
Is American Express supported for adding money into my account?,21,supported_cards_and_currencies
What ATMs can I withdraw money from?,2,atm_support
Why are the things I bought earlier today still showing as pending?,20,pending_card_payment
i do not know what this charge is for,11,direct_debit_payment_not_recognised
"Help me! When I was abroad, the exchange rate was wrong.",29,wrong_exchange_rate_for_cash_withdrawal
Can a friend top up my account,22,topping_up_by_card
I want to top up by card,22,topping_up_by_card
Please tell me how I verify my identity.,24,verify_my_identity
Where can I find an ATM?,2,atm_support
My card has not come in the mail yet.,4,card_arrival
What is the verification process used for?,25,verify_top_up
"To add money to my account, what currencies can I use?",21,supported_cards_and_currencies
Why did they charge me an extra $1?,14,extra_charge_on_statement
I tried activating my bill of fare and it didn't workplace,0,activate_my_card
Why is there an extra 1 pound charge on my card?,14,extra_charge_on_statement
What do I need to do to activate my card?,0,activate_my_card
can i get a virtual card online,16,get_disposable_virtual_card
I don't know the code for the app.,19,passcode_forgotten
What is accepted in regards to cards and currencies?,21,supported_cards_and_currencies
"I initiated a payment a while ago and it is still showing as ""pending"", how long will it take to clear?",20,pending_card_payment
I can't use my card because it is not working.,7,card_not_working
There is a transaction for $1 and I don't know why it was charged.,14,extra_charge_on_statement
what is this charge on my account,11,direct_debit_payment_not_recognised
"Last Saturday, I made a payment and the exchange rate was wrong. I was charged too much.",8,card_payment_wrong_exchange_rate
"If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do?",28,wrong_amount_of_cash_received
How do I fix a broken card?,7,card_not_working
I didn't get the all the cash i wanted from the atm,28,wrong_amount_of_cash_received
I didn't receive the correct amount of cash,28,wrong_amount_of_cash_received
My cash withdrawal charged me the wrong exchange rate,29,wrong_exchange_rate_for_cash_withdrawal
Are there specific ATM's that I can draw money from?,2,atm_support
Why is there a €1 charge on my statement?,14,extra_charge_on_statement
"Hi, status of one of my card payment is still pending from a while. Please let e know how much time it will take to complete.",20,pending_card_payment
I have a pending payment from stuff I bought this morning.,20,pending_card_payment
I am having trouble finding the top-up card verification code.,25,verify_top_up
Something's wrong my card won't work.,7,card_not_working
I just got $20 when I tried to get $100,28,wrong_amount_of_cash_received
Why did my my transfer get declined?,10,declined_transfer
How do I use a disposable virtual card?,16,get_disposable_virtual_card
what is the exchange rate?,13,exchange_rate
will you be able to activate my card,0,activate_my_card
Can other people top up my account?,22,topping_up_by_card
I exchange my currency quite a bit. Do I get an exchange price break?,12,exchange_charge
Why has my new card still not come?,4,card_arrival
How will I get my card?,5,card_delivery_estimate
What is the age limit for an account?,1,age_limit
Why was I charged extra on my last UK pound to Russian ruble exchange?,8,card_payment_wrong_exchange_rate
How do I top up my card using your app? I'm new to this.,22,topping_up_by_card
Can you tell me where I can withdraw money?,2,atm_support
Where do I find the auto top up option?,3,automatic_top_up
I am having a problem proving who I am,23,unable_to_verify_identity
Why is there an extra fee charged?,14,extra_charge_on_statement
Help me. There is a Direct Debit that I didn't make.,11,direct_debit_payment_not_recognised
How many digits identify the top-up verification code?,25,verify_top_up
"I'm pretty frustrated about a pound charge that keeps showing up in my account statement. It's listed in the app as ""pending"", it never changes, and now I'm thinking someone's hacked my account!",14,extra_charge_on_statement
I want to start using my card.,0,activate_my_card
My disposable virtual card has been rejected by the merchant earlier today. What should I do?,26,virtual_card_not_working
I would like to dispute a direct debit transaction,11,direct_debit_payment_not_recognised
Is there any way to verify who I am?,24,verify_my_identity
How do I add my new card to the app?,6,card_linking
I want to make an online purchase but I don't want to use my credit card. Can you tell me how a disposable virtual card works and where I can apply for one?,16,get_disposable_virtual_card
How much extra will I be charged for exchanging foreign currency?,12,exchange_charge
When should I expect to receive my card?,5,card_delivery_estimate
Can I order a disposable virtual card?,16,get_disposable_virtual_card
"When I tried to access my cash, I wasn't allowed!",9,declined_cash_withdrawal
I need help with a lost card,18,lost_or_stolen_card
How do I find my card PIN?,17,get_physical_card
What ATMs use this card?,2,atm_support
I was only given $20 after trying to withdraw $100,28,wrong_amount_of_cash_received
How long does it take for a payment to change from pending?,20,pending_card_payment
My card wont work at an ATM,9,declined_cash_withdrawal
Send me my card now! ASAP,5,card_delivery_estimate
I was using a foreign currecy to make a payment and the applied the wrong rate.,8,card_payment_wrong_exchange_rate
I tried to buy something online yesterday but it kept saying declined. Tried again today but same thing happened. What's wrong?,10,declined_transfer
how can i get it to add money automatically while travelling,3,automatic_top_up
Can you tell me how long it takes for a new card to come?,5,card_delivery_estimate
Exchange rate for my card payment is wrong,8,card_payment_wrong_exchange_rate
What are acceptable documents to prove my identity?,24,verify_my_identity
There is an odd 1£ charge that appears as pending on my statement. What's the reason for that? I haven't purchased anything for a pound.,14,extra_charge_on_statement
Will it automatically top-up money if there isn't a lot left?,3,automatic_top_up
how to track the card you sent,4,card_arrival
Why is verification for my identity needed?,27,why_verify_identity
What will I need to verify my identity,24,verify_my_identity
The exchange rate for my electronic payment is incorrect.,8,card_payment_wrong_exchange_rate
I need to reset my passcode. Where do I go to do that?,19,passcode_forgotten
I see a direct debit payment on my statement that wasn't me,11,direct_debit_payment_not_recognised
Does the package with my card have tracking?,4,card_arrival
How old do kids have to be to open an account?,1,age_limit
I think I was charged extra on my payment on last Saturday. Maybe the exchange rate was wrong? I'd like a refund.,8,card_payment_wrong_exchange_rate
I'm at the ATM right now and it only allowed me to withdraw 10 pounds instead of my requested 30. What's going on? How can I fix this?,28,wrong_amount_of_cash_received
When did I get a $1 extra fee on my statement?,14,extra_charge_on_statement
I happened to forget my password,19,passcode_forgotten
What exchange rates do you offer?,13,exchange_rate
I still have not received an answer as to why I was charged $1.00 in a transaction?,14,extra_charge_on_statement
Do you have info about the card on delivery?,4,card_arrival
I tried using my ATM card at your Notting Hill location today. It did not work. Am I doing something wrong?,9,declined_cash_withdrawal
Can I open a bank account for my newborn baby?,1,age_limit
"I ordered a card a week ago, and it's still not here. What do I do?",4,card_arrival
Can someone assist me with activating my new card?,0,activate_my_card
My card is stolen. Help!,18,lost_or_stolen_card
I haven't received my PIN yet. Do I need to get it from you?,17,get_physical_card
How does identity check work?,27,why_verify_identity
I was only given $20 when I tried to get $100,28,wrong_amount_of_cash_received
How do I get a PIN?,17,get_physical_card
Is there a problem that makes my payments show pending?,20,pending_card_payment
The app won't let me log in as myself.,23,unable_to_verify_identity
Where can I get your exchange rates from?,13,exchange_rate
What are the steps to reset my passcode?,19,passcode_forgotten
Is there a auto top-up option?,3,automatic_top_up
What is this extra fee on my statement.,14,extra_charge_on_statement
I thought I was going to receive more currency?,29,wrong_exchange_rate_for_cash_withdrawal
Why am i to verify the top-ups?,25,verify_top_up
I can't remember what my password is,19,passcode_forgotten
I think there was an error in your exchange rate.,8,card_payment_wrong_exchange_rate
It's been a week since I ordered my card and it's not here. Please help?,4,card_arrival
I checked my account and see that funds were deducted from a seller I didn't approve of. Can you help me understand?,11,direct_debit_payment_not_recognised
Transfer has failed.,15,failed_transfer
Where did this 1 euro fee come from?,14,extra_charge_on_statement
What is needed to activate my card?,0,activate_my_card
Why do my transfers keep failing?,15,failed_transfer
Tell me which cards and what currency is supported.,21,supported_cards_and_currencies
Is there a list of ATM machines?,2,atm_support
Where can I find the top-up verification code?,25,verify_top_up
I needed $100 but all it gave me was $20.,28,wrong_amount_of_cash_received
The conversion rate on the ATM that I used with foreign currency was wrong.,29,wrong_exchange_rate_for_cash_withdrawal
I would like to reactivate my card that I previously reported lost. I located the card this morning.,6,card_linking
I forgot my code to get into the app.,19,passcode_forgotten
I tried to make a payment with my card and it was declined. Why is it pending?,20,pending_card_payment
Can I get an auto Top-up?,3,automatic_top_up
I was overcharged an additional pound.,14,extra_charge_on_statement
Why do i have to verify my top-up card?,25,verify_top_up
Is it possible to link a new card?,6,card_linking
I tried withdrawing money in another country and the exchange rate was wrong.,29,wrong_exchange_rate_for_cash_withdrawal
I was declined when trying to withdrawal cash!,9,declined_cash_withdrawal
"Hi there, I've tried to make a transfer 5 different times and its not working. Is your system down or something?",15,failed_transfer
"I would like to re-activate my card, it was previously reported lost but I found it this morning.",6,card_linking
Why did a transfer get declined?,10,declined_transfer
Where are the locations of ATMs that accept this card?,2,atm_support
Do my kids have to be a certain age to use this service?,1,age_limit
My card appears to be broken how can I fix it?,7,card_not_working
I do not know why I was charged for the $1 transaction.,14,extra_charge_on_statement
"I have made 5 attempts to make a very standard survey, yet I can't get it to work. What is the problem? Is there an issue related to your system?",15,failed_transfer
Why are my transfers being declined? It normally works but now it's declining my card. I've tried it a few times but it's still not working.,10,declined_transfer
In the app I see a direct debit that I don't recognize.,11,direct_debit_payment_not_recognised
I need it delivered on a certain date.,5,card_delivery_estimate
What credit cards are supported?,21,supported_cards_and_currencies
"When I received my money, it was not in the correct amount. The exchange rate was not what it should have been.",29,wrong_exchange_rate_for_cash_withdrawal
Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate. Thank you.,8,card_payment_wrong_exchange_rate
Can I transfer money to my credit card?,22,topping_up_by_card
I can't verify identity through the app.,23,unable_to_verify_identity
I was getting some cash out of the ATM but it cancelled on me without warning.,9,declined_cash_withdrawal
Why do you require so many identity details?,27,why_verify_identity
"Help, I don't know what the PIN is to my card?",17,get_physical_card
Why is the exchange rate different from what I expected?,8,card_payment_wrong_exchange_rate
What do I need to do to perform identity checks?,24,verify_my_identity
"I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until this point. What is going on? I've tried a handful of times with the same, unfortunate, result!",10,declined_transfer
What's the right way to activate my card?,0,activate_my_card
When do I get my card PIN?,17,get_physical_card
Can you explain where I can find the auto-top option?,3,automatic_top_up
What are the various currencies and cards that you offer support for?,21,supported_cards_and_currencies
"How can I fix my card, it got declined twice.",10,declined_transfer
Why am I unable to verify my id?,23,unable_to_verify_identity
What are the maximum amount you can do for auto top-up?,3,automatic_top_up
my card was frozen due to putting in the wrong pin too much. how many tries do i have,9,declined_cash_withdrawal
Is there a way to find an ATM around me?,2,atm_support
I'm in Spain and my stuff has been stolen. My card was with it and I need a new one shipped and the old one frozen.,18,lost_or_stolen_card
There is a payment showing that I know I didn't make. I didn't use my card that day and I'm sure of it. Can you please cancel that transaction and return my money? Thankyou,11,direct_debit_payment_not_recognised
I withdrew money but the full amount wasn't dispensed.,28,wrong_amount_of_cash_received
"I need a disposable virtual card, how do I get one?",16,get_disposable_virtual_card
The ATM didn't give me enough money! I asked for more than it gave. What do I do?,28,wrong_amount_of_cash_received
Where can I get money from my card?,2,atm_support
I topped up my account but the money isn't there now.,22,topping_up_by_card
I believe my card payment exchange rate is incorrect.,8,card_payment_wrong_exchange_rate
What is needed for the identity verification?,24,verify_my_identity
Is the system down? I've been trying to do a transfer and have failed?,15,failed_transfer
"I will need to exchange currencies frequently, will I be able to get a discount?",12,exchange_charge
How can I dispute a direct debit charge on my account?,11,direct_debit_payment_not_recognised
Where do I find the top-up verification code?,25,verify_top_up
"There's a €1 fee on my statement, why?",14,extra_charge_on_statement
Do I have to manually top-up my account each time or will it do it on its own?,3,automatic_top_up
my top up isnt there yet where do i find it,22,topping_up_by_card
My identity can't be verified.,23,unable_to_verify_identity
One of my card payments looks like it's stuck but I have made the payment days ago. How long until the payment will be applied to my account?,20,pending_card_payment
I need to verify my identity,24,verify_my_identity
Would I be able to get an account for my child?,1,age_limit
Please assist me in activating the card.,0,activate_my_card
"There is a direct debit charge that I don't recognize, what can I do?",11,direct_debit_payment_not_recognised
Will I be able to get a disposable virtual card as well?,16,get_disposable_virtual_card
I received $20 but I entered $100,28,wrong_amount_of_cash_received
It won't let me activate my card.,0,activate_my_card
I didn't get a PIN yet. What gives?,17,get_physical_card
does it cost to exchange currencies?,12,exchange_charge
There is a suspicious direct debit payment.,11,direct_debit_payment_not_recognised
how do VR cards work,16,get_disposable_virtual_card
what are your exchange rates at?,13,exchange_rate
"Is there a top-up feature, if there isn't a lot of money left?",3,automatic_top_up
what is the correct exchange rate for getting cash,29,wrong_exchange_rate_for_cash_withdrawal
Where can I find the verification code for a top-up?,25,verify_top_up
My payment still hasn't processed!,20,pending_card_payment
Why did I get less money than I asked for?,28,wrong_amount_of_cash_received
What about my children?,1,age_limit
How do I set-up my PIN for the new card?,17,get_physical_card
There is a direct debit fee in the App that I didn't do.,11,direct_debit_payment_not_recognised
Where can I find the auto-top option?,3,automatic_top_up
I was declined a transfer,10,declined_transfer
Is my child too young to sign up?,1,age_limit
I can't seem to be able to use my card,7,card_not_working
Can I have my card activated?,0,activate_my_card
If I am running low on credit can I auto top up?,3,automatic_top_up
How do I transfer money using a credit card?,22,topping_up_by_card
What are your policies for card transfers?,15,failed_transfer
The exchange rate was incorrect for an item I bought.,8,card_payment_wrong_exchange_rate
How does someone else top up my account,22,topping_up_by_card
Does this app have the same exchange rate as third parties?,13,exchange_rate
What is the auto top-up limit?,3,automatic_top_up
I need to get my card quickly,5,card_delivery_estimate
How do I make sure I don't run out of money on my card while traveling?,3,automatic_top_up
Does the app top up automatically?,3,automatic_top_up
"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",8,card_payment_wrong_exchange_rate
I am not being recognized by the app.,23,unable_to_verify_identity
Why is my exchange rate wrong?,8,card_payment_wrong_exchange_rate
The ATM gave me less cash than requested,28,wrong_amount_of_cash_received
How is my card payment still pending?,20,pending_card_payment
It can take between 10 minutes to an hour before you hear back from us about the verification result. Please try again if your verification fails. Make sure you double check that images are clear and all document photos are readable without blur or glare. You have to be 18 or older and live in the European Economic area or live in Switzerland to be able to open an account.,23,unable_to_verify_identity
My transfer keeps failing and I just want to transfer the money can you please make it work?,15,failed_transfer
"Something went wrong, I was charged an extra pound?",14,extra_charge_on_statement
Why is my disposable virtual card being denied?,26,virtual_card_not_working
How can it be that my Card is not functioning anymore?,7,card_not_working
I attempted to get cash in the ATM but it was not authorized,9,declined_cash_withdrawal
"If I need a PIN for my card, where is it located?",17,get_physical_card
How do I prove I am who I am?,24,verify_my_identity
How do I verify the top up?,25,verify_top_up
Where can I find the exchange rate for my transfer?,13,exchange_rate
How can I verify my identity?,24,verify_my_identity
Hello! I need to order a disposable virtual card. Where can I do that at?,16,get_disposable_virtual_card
The item i bought exchanged rate was incorrect.,8,card_payment_wrong_exchange_rate
I need a disposable virtual card.,16,get_disposable_virtual_card
Do you need my birthdate?,27,why_verify_identity
I do not understand what this particular direct debit is ?,11,direct_debit_payment_not_recognised
When I exchanged currencies the value of my money changed.,29,wrong_exchange_rate_for_cash_withdrawal
It looks like the exchange rates on my card payment are wrong,8,card_payment_wrong_exchange_rate
The see the rate applied to my transaction was wrong at the atm.,29,wrong_exchange_rate_for_cash_withdrawal
How do I link the new card?,6,card_linking
I believe that my card has been stolen!,18,lost_or_stolen_card
Do I get a discount if I exchange currencies a lot?,12,exchange_charge
A card payment on my account is shown as pending.,20,pending_card_payment
"I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back?",28,wrong_amount_of_cash_received
What is your age limit?,1,age_limit
I'm having difficulty verifying my identity.,23,unable_to_verify_identity
Can I use American Express to add money into my account?,21,supported_cards_and_currencies
i cannot find my card PIN,17,get_physical_card
Do you charge a fee on currency exchange?,12,exchange_charge
There is a 1£ charge that appears as pending on my statement. What is that? I haven't purchased anything for a pound there.,14,extra_charge_on_statement
Why do I have to give you all of my identification details?,27,why_verify_identity
What do you think of the exchange rate?,13,exchange_rate
Why can't I get cash?,9,declined_cash_withdrawal
Can I make multiple online transactions with my virtual card?,26,virtual_card_not_working
What can I do to verify my card?,25,verify_top_up
The right amount of cash was not sent to me.,28,wrong_amount_of_cash_received
I'm pretty sure something went wrong with my exchange. I changed Russian Ruble to UK pounds and was charged way too much!,8,card_payment_wrong_exchange_rate
Help my activate my card.,0,activate_my_card
"My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about.",14,extra_charge_on_statement
What currency can I use to add money?,21,supported_cards_and_currencies
I CAN NOT FIND THE TOP-UP VERIFICATION CODE.,25,verify_top_up
How can I fund another account with my American Express?,21,supported_cards_and_currencies
Can I make an account for my daughter?,1,age_limit
Can my children open an account?,1,age_limit
A false direct debit payment is showing in my app,11,direct_debit_payment_not_recognised
Why did I not get my cash back after I withdrew?,28,wrong_amount_of_cash_received
How are exchange rates calculated?,13,exchange_rate
Help! When will the card arrive at my home?,5,card_delivery_estimate
What all is needed to verify the top-up card?,25,verify_top_up
I need help finding the verification code for my top-up card.,25,verify_top_up
Do you accept US credit cards?,21,supported_cards_and_currencies
My card payment has been stuck on pending. What is the problem? It should have gone through by now.,20,pending_card_payment
I was issued a card about a week ago. why hasn't it come in yet?,4,card_arrival
"I need my card topped up,",22,topping_up_by_card
What are all of the different steps for identity checks?,24,verify_my_identity
where do you find your exchange rates?,13,exchange_rate
Can you check the exchange rate on a cash transaction I did overseas,29,wrong_exchange_rate_for_cash_withdrawal
Why does my identity need verification?,27,why_verify_identity
Why won't my card work anymore?,7,card_not_working
The virtual card won't work.,26,virtual_card_not_working
Why is the exchange rate wrong for my international withdrawal?,29,wrong_exchange_rate_for_cash_withdrawal
I withdrew some cash and the exchange rate seems to be wrong.,29,wrong_exchange_rate_for_cash_withdrawal
Could you please freeze my card immediately?,18,lost_or_stolen_card
How long are deliveries to the US?,5,card_delivery_estimate
I am seeing and extra 1$ charged to my account and wanted to know about it.,14,extra_charge_on_statement
Can it automatically top-up money if there isn't much left?,3,automatic_top_up
"For adding money, which currencies do you accept?",21,supported_cards_and_currencies
Is it possible to open an account for my children?,1,age_limit
I'm not sure how to provide my identity.,23,unable_to_verify_identity
where can I find the auto-top up option?,3,automatic_top_up
My virtual card is just not going through.,26,virtual_card_not_working
I got money overseas and the exchange rate was wrong,29,wrong_exchange_rate_for_cash_withdrawal
Can I go ahead and use my account even though my identify hasn't been verified yet?,27,why_verify_identity
Is there any nearby ATM's?,2,atm_support
I wanted to take out $100 but I only got $20.,28,wrong_amount_of_cash_received
How do I find the PIN?,17,get_physical_card
Please tell me about disposable cards.,16,get_disposable_virtual_card
Can I create a disposable virtual card?,16,get_disposable_virtual_card
The exchange rate you gave me for my cash withdrawal is wrong,29,wrong_exchange_rate_for_cash_withdrawal
How long does it take for cards to be delivered after ordering them?,5,card_delivery_estimate
Why is it saying I have a pending payment?,20,pending_card_payment
My physical card is not working,7,card_not_working
Help me verify the card used on a top-up.,25,verify_top_up
I want a refund on a direct debit.,11,direct_debit_payment_not_recognised
Why am I being charged more on exchange with things I bought abroad?,8,card_payment_wrong_exchange_rate
Tried using my ATM card earlier at one of your locations for the first time. It didn't work. What is going on?,9,declined_cash_withdrawal
The amount of cash i have received is not correct.,28,wrong_amount_of_cash_received
I need my card delivered as soon as possible.,5,card_delivery_estimate
Is there something wrong with the ATM? It would not let me pull cash out of my account.,9,declined_cash_withdrawal
Is there any age limit?,1,age_limit
On what do you base your exchange rates?,13,exchange_rate
I may need to dispute a Direct Debit payment.,11,direct_debit_payment_not_recognised
"Hi, Yesterdays i was unable to do online shopping as it was getting declined. Today I am facing the same issue. Please help me in this respect.",10,declined_transfer
I could not get my transfer to happen correctly and was wondering why?,15,failed_transfer
Purchases I did not make are appearing in my bank statement?,11,direct_debit_payment_not_recognised
The exchange rate seems off on this transaction,8,card_payment_wrong_exchange_rate
I ordered a card and I still haven't received it. It's been two weeks. What can I do?,4,card_arrival
Why did I only receive this much currency?,29,wrong_exchange_rate_for_cash_withdrawal
I got cash and the exchange rate should have been different than it ended up being.,29,wrong_exchange_rate_for_cash_withdrawal
How long will it take to arrive?,5,card_delivery_estimate
Is there a way to set up an auto top-up?,3,automatic_top_up
How can I prove who I am?,24,verify_my_identity
Are there any restrictions causing my transfer to be declined?,10,declined_transfer
Can you tell me why I can't make any transactions?,7,card_not_working
Please advise what is the exchange rate,13,exchange_rate
Can you tell me how I go about activating a new card?,0,activate_my_card
I can't log into my account because I lost my password,19,passcode_forgotten
I no longer have my passcode.,19,passcode_forgotten
Why is there a direct debit I didn't make showing in the app?,11,direct_debit_payment_not_recognised
Can you tell me where you get your exchange rates?,13,exchange_rate
"HELP! I tried to get cash and it gave me some, but not the right amount!",28,wrong_amount_of_cash_received
I'd like to open an account for my kids can I do that?,1,age_limit
How do I get my card active?,0,activate_my_card
I cant get money out of the ATM with my card. I just put my card in the ATM but it will not allow me to take any money out. What do I need to do to fix this?,9,declined_cash_withdrawal
I was making a purchase and it was declined and I wanted to know why.,10,declined_transfer
How do I get a refund for an unauthorized direct debit payment?,11,direct_debit_payment_not_recognised
